investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV002805,2025-02-04,119095,Lumpsum,268644,Maharashtra,Mumbai,T30,26-35,Female,14.5,Net Banking,Verified
INV004435,2025-02-04,101208,SIP,27593,Rajasthan,Jaipur,T30,26-35,Female,15.9,UPI,Verified
INV002393,2025-02-04,149324,SIP,15617,Madhya Pradesh,Bhopal,B30,26-35,Female,15.2,Net Banking,Verified
INV004805,2025-02-04,125498,SIP,41456,Madhya Pradesh,Indore,T30,26-35,Female,7.6,Net Banking,Verified
INV002543,2025-02-04,119552,SIP,5613,Madhya Pradesh,Indore,T30,18-25,Female,7.7,Mandate,Verified
INV004531,2025-02-04,101207,SIP,55682,Haryana,Gurugram,T30,26-35,Male,8.4,UPI,Verified
INV001208,2025-02-04,119120,Lumpsum,198778,Gujarat,Ahmedabad,T30,56+,Male,18.7,Mandate,Verified
INV002570,2025-02-04,102886,SIP,2839,Punjab,Chandigarh,T30,36-45,Male,55.3,Mandate,Verified
INV000498,2025-02-04,118635,Lumpsum,37839,Telangana,Hyderabad,T30,26-35,Female,22.1,Cheque,Verified
INV003691,2025-02-04,102885,Redemption,99275,Haryana,Faridabad,B30,18-25,Male,3.1,Mandate,Verified
INV000105,2025-02-04,119120,SIP,8349,Punjab,Chandigarh,T30,56+,Male,41.4,Net Banking,Verified
INV003325,2025-02-04,100033,SIP,2493,Haryana,Faridabad,B30,26-35,Male,17.3,Cheque,Verified
INV001428,2025-02-04,120503,Redemption,18521,Delhi,New Delhi,T30,26-35,Male,17.8,UPI,Verified
INV000675,2025-02-04,120504,Redemption,25628,Uttar Pradesh,Kanpur,B30,36-45,Male,27.9,Mandate,Verified
INV002465,2025-02-04,119598,Lumpsum,239535,Rajasthan,Jaipur,T30,26-35,Female,7.0,Cheque,Verified
INV004080,2025-02-04,101208,Lumpsum,419403,Punjab,Amritsar,B30,26-35,Female,18.7,Cheque,Verified
INV001875,2025-02-04,149322,SIP,3172,Karnataka,Mysore,B30,56+,Female,64.4,Cheque,Verified
INV002893,2025-02-04,125497,SIP,1618,Telangana,Hyderabad,T30,56+,Male,69.4,Net Banking,Verified
INV003082,2025-02-04,102886,SIP,852,Telangana,Hyderabad,T30,26-35,Male,18.7,Cheque,Verified
INV004255,2025-02-04,118633,Lumpsum,74014,Punjab,Amritsar,B30,26-35,Female,17.1,UPI,Verified
INV002422,2025-02-04,119552,SIP,29901,Tamil Nadu,Chennai,T30,36-45,Male,20.5,UPI,Verified
INV004481,2025-02-04,119095,Lumpsum,9073,Rajasthan,Jaipur,T30,46-55,Male,60.1,Net Banking,Pending
INV000701,2025-02-04,120843,Lumpsum,263657,West Bengal,Kolkata,T30,36-45,Female,55.6,UPI,Verified
INV000549,2025-02-04,125497,SIP,2038,Tamil Nadu,Coimbatore,B30,46-55,Female,59.6,UPI,Verified
INV004340,2025-02-04,120506,SIP,6778,Karnataka,Mysore,B30,26-35,Male,17.9,UPI,Verified
INV001050,2025-02-04,118632,SIP,2127,Telangana,Hyderabad,T30,36-45,Female,38.9,Net Banking,Verified
INV003557,2025-02-04,119599,SIP,28997,Karnataka,Bangalore,T30,46-55,Female,81.8,Mandate,Pending
INV003619,2025-02-04,149323,SIP,1142,West Bengal,Kolkata,T30,18-25,Female,3.3,Mandate,Verified
INV003079,2025-02-04,120841,Redemption,503623,Gujarat,Surat,T30,26-35,Male,8.5,Net Banking,Verified
INV003420,2025-02-04,149324,SIP,2103,Haryana,Faridabad,B30,36-45,Male,47.2,Cheque,Verified
INV000489,2025-02-04,100025,SIP,412,Uttar Pradesh,Agra,B30,18-25,Male,7.4,UPI,Verified
INV004627,2025-02-04,102885,SIP,13179,West Bengal,Kolkata,T30,36-45,Male,47.7,Mandate,Verified
INV000181,2025-02-04,148569,Redemption,134727,Uttar Pradesh,Lucknow,T30,36-45,Male,36.2,Net Banking,Verified
INV003261,2025-02-04,118635,SIP,5905,Punjab,Amritsar,B30,26-35,Male,10.5,Cheque,Verified
INV002520,2025-02-04,100033,Lumpsum,159818,Tamil Nadu,Chennai,T30,36-45,Male,48.9,UPI,Verified
INV002329,2025-02-04,119120,Lumpsum,124396,Madhya Pradesh,Indore,T30,56+,Male,51.2,Net Banking,Verified
INV003374,2025-02-04,149324,SIP,20353,Karnataka,Mysore,B30,26-35,Male,15.8,Net Banking,Pending
INV003149,2025-02-04,120503,SIP,2269,Rajasthan,Udaipur,B30,18-25,Male,4.3,UPI,Verified
INV003252,2025-02-04,120506,SIP,10101,Tamil Nadu,Chennai,T30,46-55,Male,95.5,UPI,Verified
INV002458,2025-02-04,120506,SIP,10554,West Bengal,Kolkata,T30,18-25,Male,7.1,Cheque,Verified
INV003250,2025-02-04,149322,Redemption,166419,Gujarat,Ahmedabad,T30,26-35,Male,11.3,Mandate,Verified
INV004704,2025-02-04,125498,Lumpsum,236240,Delhi,New Delhi,T30,26-35,Male,23.1,Mandate,Verified
INV002134,2025-02-04,101206,Lumpsum,414594,Rajasthan,Udaipur,B30,26-35,Male,24.8,Cheque,Verified
INV004157,2025-02-05,120844,SIP,9593,Madhya Pradesh,Indore,T30,36-45,Male,39.1,Cheque,Verified
INV004720,2025-02-05,120842,Lumpsum,375704,Gujarat,Surat,T30,46-55,Female,95.7,Mandate,Verified
INV002018,2025-02-05,120503,SIP,1099,Uttar Pradesh,Agra,B30,26-35,Female,18.0,Net Banking,Verified
INV001778,2025-02-05,120505,SIP,4838,Maharashtra,Mumbai,T30,26-35,Male,9.7,UPI,Pending
INV004838,2025-02-05,120507,Redemption,199724,West Bengal,Kolkata,T30,56+,Male,25.6,Cheque,Verified
INV001782,2025-02-05,119551,Redemption,273673,Uttar Pradesh,Agra,B30,36-45,Female,47.5,Mandate,Verified
INV004453,2025-02-05,120503,Lumpsum,73676,Telangana,Hyderabad,T30,36-45,Male,14.3,UPI,Verified
INV001530,2025-02-05,120506,SIP,2398,Telangana,Hyderabad,T30,26-35,Male,21.0,Cheque,Verified
INV001841,2025-02-05,149322,Redemption,164974,Madhya Pradesh,Bhopal,B30,36-45,Male,41.3,Mandate,Verified
INV002000,2025-02-05,120843,SIP,3549,Rajasthan,Jaipur,T30,36-45,Female,57.6,Cheque,Verified
INV004967,2025-02-05,101207,SIP,8984,Telangana,Hyderabad,T30,26-35,Male,14.3,Net Banking,Verified
INV004316,2025-02-05,148569,Lumpsum,75769,Karnataka,Bangalore,T30,46-55,Male,79.5,Net Banking,Verified
INV003896,2025-02-05,148567,SIP,20784,Haryana,Faridabad,B30,56+,Female,14.3,UPI,Verified
INV002650,2025-02-05,120843,Redemption,101884,Telangana,Hyderabad,T30,26-35,Male,13.7,Cheque,Verified
INV004036,2025-02-05,125497,Lumpsum,442064,Uttar Pradesh,Agra,B30,56+,Female,51.7,UPI,Verified
INV000873,2025-02-05,120841,SIP,8038,Uttar Pradesh,Lucknow,T30,26-35,Male,8.9,Mandate,Verified
INV004171,2025-02-05,120505,Lumpsum,217011,Tamil Nadu,Coimbatore,B30,26-35,Female,19.1,UPI,Verified
INV000181,2025-02-05,125497,Lumpsum,71354,Uttar Pradesh,Lucknow,T30,36-45,Male,36.2,Mandate,Verified
INV004625,2025-02-05,119551,SIP,52090,Tamil Nadu,Coimbatore,B30,18-25,Male,6.6,Mandate,Verified
INV003205,2025-02-05,118635,Lumpsum,158762,Punjab,Chandigarh,T30,26-35,Female,16.1,Cheque,Verified
INV000937,2025-02-05,101206,Lumpsum,267179,Madhya Pradesh,Indore,T30,26-35,Male,22.8,Net Banking,Verified
INV002864,2025-02-05,148569,Redemption,491904,Madhya Pradesh,Bhopal,B30,26-35,Male,6.8,Mandate,Verified
INV000824,2025-02-05,119551,SIP,13790,Haryana,Gurugram,T30,36-45,Male,53.9,Net Banking,Verified
INV000810,2025-02-05,120506,SIP,24032,Rajasthan,Jaipur,T30,26-35,Male,11.2,Cheque,Pending
INV001601,2025-02-05,119551,Lumpsum,308870,Rajasthan,Udaipur,B30,26-35,Female,24.1,UPI,Verified
INV000807,2025-02-05,119551,Lumpsum,6605,Punjab,Amritsar,B30,18-25,Male,4.4,Mandate,Verified
INV000082,2025-02-05,119598,SIP,1644,Rajasthan,Udaipur,B30,26-35,Female,19.6,UPI,Verified
INV004913,2025-02-05,100016,SIP,7976,Rajasthan,Udaipur,B30,26-35,Male,8.6,UPI,Verified
INV001544,2025-02-05,119120,Lumpsum,324261,Uttar Pradesh,Kanpur,B30,18-25,Female,5.9,UPI,Verified
INV004823,2025-02-05,125497,SIP,10458,Rajasthan,Jaipur,T30,36-45,Female,52.6,Mandate,Verified
INV004911,2025-02-05,102885,SIP,2546,West Bengal,Kolkata,T30,26-35,Female,9.4,Mandate,Verified
INV004374,2025-02-05,120505,Lumpsum,239506,Maharashtra,Nashik,B30,36-45,Female,16.5,Cheque,Verified
INV000714,2025-02-05,119551,Redemption,486663,Uttar Pradesh,Kanpur,B30,26-35,Female,23.8,Net Banking,Verified
INV000621,2025-02-05,100033,Lumpsum,295778,Rajasthan,Udaipur,B30,56+,Female,45.8,Mandate,Pending
INV004421,2025-02-05,101208,SIP,1075,Punjab,Amritsar,B30,26-35,Male,20.5,Cheque,Verified
INV001432,2025-02-05,120841,SIP,575,Uttar Pradesh,Lucknow,T30,36-45,Male,12.6,Net Banking,Verified
INV001137,2025-02-05,119552,SIP,17539,West Bengal,Kolkata,T30,56+,Female,55.8,Net Banking,Verified
INV001962,2025-02-05,149324,SIP,7974,Maharashtra,Mumbai,T30,26-35,Male,13.6,UPI,Verified
INV003218,2025-02-05,120504,SIP,2264,Tamil Nadu,Chennai,T30,18-25,Male,6.0,Mandate,Verified
INV004001,2025-02-05,119598,Redemption,237121,Delhi,Noida,T30,56+,Female,52.7,Cheque,Verified
INV004146,2025-02-05,149324,Lumpsum,149176,Uttar Pradesh,Agra,B30,56+,Male,40.7,Cheque,Verified
INV003740,2025-02-05,100016,Lumpsum,403562,Karnataka,Bangalore,T30,56+,Female,16.2,Net Banking,Verified
INV003664,2025-02-05,101206,SIP,994,Rajasthan,Udaipur,B30,46-55,Male,29.4,UPI,Verified
INV001157,2025-02-05,148568,Redemption,94848,Tamil Nadu,Coimbatore,B30,36-45,Female,23.0,Net Banking,Verified
INV003317,2025-02-05,101208,SIP,25657,Delhi,New Delhi,T30,18-25,Male,6.6,Net Banking,Verified
INV001047,2025-02-05,100025,Lumpsum,445718,Tamil Nadu,Chennai,T30,56+,Female,78.8,Cheque,Verified
INV004362,2025-02-05,100033,SIP,11359,West Bengal,Kolkata,T30,26-35,Female,12.1,Mandate,Verified
INV004286,2025-02-05,148567,Lumpsum,142276,Rajasthan,Udaipur,B30,36-45,Female,56.0,Mandate,Pending
INV001697,2025-02-05,102885,Redemption,262838,Haryana,Gurugram,T30,18-25,Male,5.4,Cheque,Verified
INV002074,2025-02-05,101208,SIP,8401,Karnataka,Bangalore,T30,26-35,Female,6.1,Cheque,Verified
INV000548,2025-02-05,120843,SIP,1157,Karnataka,Mysore,B30,36-45,Male,53.2,Cheque,Verified
INV004521,2025-02-05,125497,SIP,6364,Gujarat,Ahmedabad,T30,18-25,Male,7.9,Mandate,Verified
INV000469,2025-02-05,118634,SIP,2084,Tamil Nadu,Coimbatore,B30,18-25,Male,4.7,Net Banking,Verified
INV003120,2025-02-05,119552,Lumpsum,38905,Punjab,Amritsar,B30,26-35,Male,19.1,Mandate,Verified
INV001229,2025-02-05,149323,Lumpsum,209743,Madhya Pradesh,Indore,T30,36-45,Male,38.5,Mandate,Verified
INV004466,2025-02-05,120507,Lumpsum,362279,Gujarat,Surat,T30,18-25,Female,3.7,Cheque,Verified
INV000014,2025-02-05,100025,Redemption,199013,Tamil Nadu,Chennai,T30,18-25,Male,4.3,Net Banking,Verified
INV003857,2025-02-05,119552,Lumpsum,176750,Madhya Pradesh,Indore,T30,18-25,Male,3.8,Mandate,Verified
INV000981,2025-02-06,102886,SIP,11484,West Bengal,Kolkata,T30,36-45,Female,59.7,Net Banking,Verified
INV000670,2025-02-06,120844,SIP,2826,Uttar Pradesh,Kanpur,B30,26-35,Male,15.9,UPI,Verified
INV000409,2025-02-06,149322,SIP,5502,Delhi,New Delhi,T30,26-35,Male,10.7,Mandate,Verified
INV002835,2025-02-06,119092,SIP,9718,Haryana,Faridabad,B30,26-35,Male,11.2,Net Banking,Verified
INV001137,2025-02-06,118633,Lumpsum,282707,West Bengal,Kolkata,T30,56+,Female,55.8,Cheque,Verified
INV000686,2025-02-06,119120,Lumpsum,202146,Madhya Pradesh,Indore,T30,36-45,Male,51.9,Mandate,Verified
INV001759,2025-02-06,149323,SIP,42619,Haryana,Faridabad,B30,36-45,Female,25.6,Net Banking,Verified
INV004732,2025-02-06,119598,Lumpsum,69352,Maharashtra,Mumbai,T30,26-35,Male,12.2,Mandate,Verified
INV004208,2025-02-06,148567,SIP,26996,West Bengal,Kolkata,T30,36-45,Male,53.3,UPI,Verified
INV004154,2025-02-06,100025,SIP,1167,Karnataka,Mysore,B30,18-25,Male,4.7,Cheque,Verified
INV003370,2025-02-06,119551,SIP,21025,Karnataka,Mysore,B30,56+,Female,54.8,Net Banking,Verified
INV002851,2025-02-06,102887,Redemption,104632,Tamil Nadu,Coimbatore,B30,26-35,Male,16.0,Mandate,Verified
INV000048,2025-02-06,125498,SIP,3421,Rajasthan,Jaipur,T30,36-45,Female,15.0,Mandate,Verified
INV002973,2025-02-06,119552,SIP,17310,Uttar Pradesh,Kanpur,B30,26-35,Male,16.7,UPI,Verified
INV000374,2025-02-06,118633,SIP,29381,West Bengal,Kolkata,T30,18-25,Female,4.1,Cheque,Verified
INV001295,2025-02-06,148568,SIP,12766,Madhya Pradesh,Indore,T30,36-45,Male,30.8,UPI,Verified
INV002192,2025-02-06,149323,Lumpsum,287311,Uttar Pradesh,Lucknow,T30,18-25,Male,6.9,UPI,Verified
INV004454,2025-02-06,149323,SIP,14578,West Bengal,Kolkata,T30,36-45,Male,37.4,Cheque,Verified
INV000689,2025-02-06,101207,SIP,13395,Tamil Nadu,Chennai,T30,26-35,Female,19.8,Mandate,Verified
INV004899,2025-02-06,120503,Redemption,71626,Delhi,New Delhi,T30,36-45,Male,39.4,Net Banking,Verified
INV002141,2025-02-06,102885,SIP,5607,Delhi,New Delhi,T30,46-55,Male,36.2,Mandate,Verified
INV004656,2025-02-06,148569,Lumpsum,449035,Haryana,Gurugram,T30,18-25,Male,4.7,Mandate,Verified
INV001951,2025-02-06,119093,SIP,3127,Punjab,Chandigarh,T30,26-35,Male,10.6,UPI,Verified
INV003948,2025-02-06,100033,SIP,11777,Madhya Pradesh,Indore,T30,18-25,Female,7.5,Net Banking,Verified
INV001051,2025-02-06,119095,SIP,16350,Haryana,Gurugram,T30,26-35,Male,8.2,UPI,Verified
INV002502,2025-02-06,120504,SIP,9762,Tamil Nadu,Coimbatore,B30,26-35,Male,23.6,Cheque,Verified
INV004996,2025-02-06,100033,SIP,10158,Delhi,New Delhi,T30,46-55,Male,87.8,Net Banking,Verified
INV001246,2025-02-06,101208,Redemption,153786,Rajasthan,Jaipur,T30,46-55,Male,51.2,UPI,Verified
INV004925,2025-02-06,102887,SIP,1070,Maharashtra,Pune,T30,18-25,Female,5.4,Cheque,Verified
INV003817,2025-02-06,102887,SIP,1176,Gujarat,Surat,T30,26-35,Male,9.0,Cheque,Verified
INV001388,2025-02-06,118636,Lumpsum,69359,Punjab,Amritsar,B30,46-55,Male,72.8,UPI,Verified
INV004717,2025-02-06,148568,Redemption,48650,Maharashtra,Nashik,B30,36-45,Female,12.6,Cheque,Verified
INV003139,2025-02-06,100033,Redemption,305689,Karnataka,Mysore,B30,36-45,Male,39.4,Net Banking,Verified
INV002037,2025-02-06,118632,Redemption,403173,Delhi,New Delhi,T30,56+,Male,22.0,UPI,Verified
INV003350,2025-02-06,120842,SIP,2387,Maharashtra,Nashik,B30,46-55,Female,37.7,Net Banking,Verified
INV003744,2025-02-06,118636,Redemption,499035,Karnataka,Mysore,B30,18-25,Female,4.1,Mandate,Pending
INV002996,2025-02-06,119551,Lumpsum,390479,Madhya Pradesh,Bhopal,B30,26-35,Male,20.7,Mandate,Verified
INV002553,2025-02-06,120841,SIP,55760,Gujarat,Ahmedabad,T30,36-45,Female,47.8,Cheque,Verified
INV003065,2025-02-06,119551,SIP,8669,Uttar Pradesh,Kanpur,B30,46-55,Male,27.9,Cheque,Pending
INV001975,2025-02-06,119598,Lumpsum,433772,Delhi,New Delhi,T30,36-45,Female,35.3,Net Banking,Verified
INV004162,2025-02-06,119093,Redemption,136549,Haryana,Faridabad,B30,18-25,Male,5.1,Net Banking,Verified
INV003860,2025-02-06,119120,SIP,3597,Punjab,Chandigarh,T30,26-35,Male,20.4,UPI,Verified
INV000359,2025-02-06,100033,SIP,9333,Tamil Nadu,Chennai,T30,18-25,Male,3.1,Mandate,Verified
INV004982,2025-02-06,101207,SIP,569,Haryana,Faridabad,B30,18-25,Female,7.9,Mandate,Verified
INV004784,2025-02-06,100016,SIP,1761,Uttar Pradesh,Lucknow,T30,26-35,Female,15.8,Net Banking,Pending
INV000555,2025-02-06,120507,SIP,1083,Tamil Nadu,Coimbatore,B30,26-35,Female,24.6,Mandate,Verified
INV000214,2025-02-06,120841,SIP,896,Madhya Pradesh,Indore,T30,26-35,Female,20.7,Cheque,Verified
INV003273,2025-02-06,118634,SIP,26514,Haryana,Faridabad,B30,36-45,Male,18.3,UPI,Pending
INV001751,2025-02-06,125497,Lumpsum,238625,Tamil Nadu,Coimbatore,B30,18-25,Male,6.8,Net Banking,Pending
INV001157,2025-02-06,118632,SIP,3537,Tamil Nadu,Coimbatore,B30,36-45,Female,23.0,UPI,Verified
INV000338,2025-02-06,100025,Redemption,55264,Gujarat,Surat,T30,46-55,Female,20.9,Cheque,Verified
INV002724,2025-02-06,120841,Redemption,516612,Rajasthan,Udaipur,B30,36-45,Male,26.3,Cheque,Verified
INV004167,2025-02-06,119093,SIP,2177,Haryana,Gurugram,T30,36-45,Male,59.7,Net Banking,Pending
INV002276,2025-02-06,100016,SIP,7967,Telangana,Hyderabad,T30,46-55,Male,88.0,Cheque,Verified
INV000267,2025-02-06,118633,SIP,8439,Telangana,Hyderabad,T30,26-35,Male,17.7,UPI,Verified
INV002543,2025-02-06,100016,Redemption,162441,Madhya Pradesh,Indore,T30,18-25,Female,7.7,Mandate,Verified
INV003669,2025-02-06,148569,SIP,15015,West Bengal,Kolkata,T30,18-25,Female,7.8,Mandate,Verified
INV000041,2025-02-06,120841,Lumpsum,459781,Karnataka,Mysore,B30,46-55,Male,25.0,Cheque,Verified
INV001005,2025-02-06,148567,SIP,2906,Karnataka,Bangalore,T30,46-55,Male,84.6,Net Banking,Verified
INV000193,2025-02-06,148569,Redemption,36445,Delhi,Gurugram,T30,26-35,Female,11.6,Net Banking,Verified
INV001895,2025-02-06,101206,Redemption,32289,Gujarat,Ahmedabad,T30,36-45,Male,56.4,Mandate,Verified
INV000664,2025-02-06,118632,SIP,22912,West Bengal,Kolkata,T30,26-35,Male,21.1,Net Banking,Verified
INV002171,2025-02-06,120507,SIP,556,Telangana,Hyderabad,T30,56+,Male,21.8,Mandate,Verified
INV003539,2025-02-07,101208,Redemption,161409,Rajasthan,Udaipur,B30,56+,Female,54.9,Net Banking,Verified
INV001703,2025-02-07,120507,SIP,2959,Madhya Pradesh,Indore,T30,46-55,Male,92.6,Cheque,Verified
INV002775,2025-02-07,102885,SIP,2088,Haryana,Faridabad,B30,18-25,Female,5.9,Cheque,Verified
INV002484,2025-02-07,119092,SIP,1094,Telangana,Hyderabad,T30,26-35,Male,24.1,Mandate,Verified
INV002337,2025-02-07,102886,SIP,3242,Telangana,Hyderabad,T30,26-35,Female,17.5,Cheque,Verified
INV002167,2025-02-07,125498,Redemption,127000,Rajasthan,Jaipur,T30,26-35,Female,8.7,Net Banking,Verified
INV002977,2025-02-07,118635,SIP,1854,Haryana,Faridabad,B30,36-45,Female,26.6,Cheque,Verified
INV002853,2025-02-07,101207,Redemption,415131,Gujarat,Ahmedabad,T30,26-35,Male,24.9,Mandate,Verified
INV003407,2025-02-07,149323,SIP,10468,West Bengal,Kolkata,T30,26-35,Male,6.7,Mandate,Verified
INV000616,2025-02-07,149322,Lumpsum,40554,Maharashtra,Nashik,B30,36-45,Male,50.4,UPI,Verified
INV003561,2025-02-07,125497,Lumpsum,433613,West Bengal,Kolkata,T30,26-35,Male,22.0,UPI,Verified
INV000616,2025-02-07,119092,SIP,516,Maharashtra,Nashik,B30,36-45,Male,50.4,UPI,Verified
INV004875,2025-02-07,119552,SIP,6067,West Bengal,Kolkata,T30,26-35,Male,25.0,Net Banking,Verified
INV004733,2025-02-07,119551,Lumpsum,408208,Telangana,Hyderabad,T30,18-25,Male,5.4,Cheque,Verified
INV000950,2025-02-07,102886,Lumpsum,304008,Punjab,Amritsar,B30,36-45,Male,33.1,Mandate,Verified
INV001624,2025-02-07,101208,SIP,826,Uttar Pradesh,Lucknow,T30,26-35,Female,18.4,Cheque,Verified
INV001573,2025-02-07,100025,SIP,26478,Tamil Nadu,Coimbatore,B30,26-35,Male,20.7,Net Banking,Verified
INV001170,2025-02-07,120507,SIP,14631,Karnataka,Mysore,B30,36-45,Male,34.6,Mandate,Verified
INV001262,2025-02-07,119093,SIP,10045,Karnataka,Bangalore,T30,26-35,Male,14.0,UPI,Verified
INV003916,2025-02-07,120507,SIP,1921,Karnataka,Mysore,B30,26-35,Male,23.6,Net Banking,Verified
INV003646,2025-02-07,119092,SIP,2763,Telangana,Hyderabad,T30,36-45,Male,55.2,Cheque,Verified
INV003982,2025-02-07,100016,Lumpsum,303862,Tamil Nadu,Coimbatore,B30,36-45,Female,34.4,Cheque,Verified
INV004830,2025-02-07,125498,Lumpsum,516372,Gujarat,Ahmedabad,T30,26-35,Male,15.1,Net Banking,Verified
INV002712,2025-02-07,120506,SIP,14559,Karnataka,Bangalore,T30,46-55,Male,24.8,UPI,Verified
INV002832,2025-02-07,118633,SIP,421,Uttar Pradesh,Lucknow,T30,26-35,Male,15.9,Cheque,Verified
INV001251,2025-02-07,120507,Lumpsum,336463,Punjab,Chandigarh,T30,26-35,Female,11.7,Cheque,Pending
INV004157,2025-02-07,148568,Lumpsum,518618,Madhya Pradesh,Indore,T30,36-45,Male,39.1,Mandate,Verified
INV003523,2025-02-07,118634,SIP,1653,Rajasthan,Udaipur,B30,56+,Male,70.4,Mandate,Verified
INV001528,2025-02-07,119599,Lumpsum,519676,Telangana,Hyderabad,T30,26-35,Female,20.7,Net Banking,Verified
INV003179,2025-02-07,120507,SIP,1104,Rajasthan,Jaipur,T30,36-45,Male,53.3,Cheque,Verified
INV002445,2025-02-07,120504,Redemption,181207,Punjab,Chandigarh,T30,26-35,Male,9.5,Mandate,Verified
INV000738,2025-02-07,119093,SIP,412,Punjab,Amritsar,B30,26-35,Male,12.1,Net Banking,Verified
INV000737,2025-02-07,148569,SIP,11369,Madhya Pradesh,Indore,T30,26-35,Female,10.0,Cheque,Verified
INV001222,2025-02-07,148567,SIP,45824,Delhi,Noida,T30,26-35,Female,14.9,UPI,Verified
INV000736,2025-02-07,118635,Redemption,412295,Haryana,Faridabad,B30,36-45,Female,39.4,Cheque,Verified
INV000457,2025-02-07,101206,Lumpsum,171889,Haryana,Faridabad,B30,26-35,Female,22.3,Cheque,Verified
INV000166,2025-02-07,118635,SIP,547,Telangana,Hyderabad,T30,26-35,Male,24.4,Net Banking,Pending
INV004785,2025-02-07,120507,SIP,556,Punjab,Amritsar,B30,26-35,Female,14.5,Net Banking,Verified
INV002066,2025-02-07,102887,Lumpsum,440329,West Bengal,Kolkata,T30,26-35,Female,23.3,Mandate,Verified
INV000660,2025-02-07,125497,Lumpsum,141348,Punjab,Chandigarh,T30,36-45,Male,14.1,UPI,Verified
INV002516,2025-02-07,100025,SIP,24802,Uttar Pradesh,Agra,B30,36-45,Female,39.6,Mandate,Verified
INV004308,2025-02-07,125497,SIP,803,Gujarat,Surat,T30,26-35,Female,11.1,Net Banking,Verified
INV003629,2025-02-07,102886,SIP,4678,Punjab,Amritsar,B30,36-45,Male,39.8,Net Banking,Verified
INV001893,2025-02-07,119120,Lumpsum,461059,Punjab,Chandigarh,T30,26-35,Female,12.7,UPI,Verified
INV001112,2025-02-07,100016,SIP,15152,Delhi,Gurugram,T30,46-55,Male,82.5,UPI,Verified
INV001856,2025-02-07,120841,SIP,2407,Delhi,New Delhi,T30,36-45,Female,43.5,Mandate,Verified
INV002810,2025-02-07,119120,SIP,53726,Punjab,Amritsar,B30,36-45,Male,33.2,Mandate,Verified
INV001542,2025-02-07,149322,SIP,2783,Uttar Pradesh,Lucknow,T30,36-45,Male,49.1,Net Banking,Verified
INV001496,2025-02-07,119120,SIP,2881,West Bengal,Kolkata,T30,18-25,Male,4.5,Net Banking,Pending
INV002634,2025-02-07,120503,Lumpsum,48593,Madhya Pradesh,Bhopal,B30,26-35,Male,10.7,Cheque,Verified
INV004803,2025-02-07,100033,SIP,9869,Haryana,Gurugram,T30,18-25,Female,7.7,Cheque,Verified
INV000715,2025-02-07,118635,SIP,987,Uttar Pradesh,Agra,B30,26-35,Male,24.2,Net Banking,Verified
INV003378,2025-02-07,120844,Lumpsum,400873,Gujarat,Ahmedabad,T30,26-35,Male,12.5,Cheque,Verified
INV003682,2025-02-07,119093,SIP,811,Madhya Pradesh,Indore,T30,36-45,Male,45.6,Net Banking,Verified
INV004886,2025-02-07,102886,Lumpsum,156543,Tamil Nadu,Chennai,T30,26-35,Male,18.1,Cheque,Verified
INV003305,2025-02-07,102885,SIP,9000,Telangana,Hyderabad,T30,46-55,Male,41.0,Cheque,Verified
INV004412,2025-02-07,101206,SIP,12947,Punjab,Amritsar,B30,26-35,Female,21.6,Cheque,Verified
INV001979,2025-02-08,120844,SIP,12471,Maharashtra,Pune,T30,26-35,Male,12.2,Cheque,Verified
INV000807,2025-02-08,119092,Lumpsum,234099,Punjab,Amritsar,B30,18-25,Male,4.4,Mandate,Verified
INV001856,2025-02-08,101206,SIP,518,Delhi,New Delhi,T30,36-45,Female,43.5,UPI,Verified
INV004077,2025-02-08,148568,SIP,2785,Delhi,New Delhi,T30,18-25,Female,3.5,Cheque,Verified
INV002588,2025-02-08,149324,SIP,905,West Bengal,Kolkata,T30,18-25,Male,5.5,UPI,Verified
INV002425,2025-02-08,120841,Redemption,197736,Madhya Pradesh,Bhopal,B30,26-35,Male,18.1,Mandate,Verified
INV001606,2025-02-08,149324,SIP,2477,Punjab,Amritsar,B30,26-35,Female,23.4,Mandate,Verified
INV003966,2025-02-08,102885,Lumpsum,320139,Uttar Pradesh,Agra,B30,46-55,Male,79.6,Net Banking,Verified
INV002625,2025-02-08,120843,SIP,566,Karnataka,Bangalore,T30,46-55,Female,99.3,UPI,Verified
INV000132,2025-02-08,120844,Lumpsum,223787,Karnataka,Bangalore,T30,46-55,Female,37.1,Mandate,Verified
INV004089,2025-02-08,102886,SIP,2746,Haryana,Gurugram,T30,36-45,Female,15.2,UPI,Verified
INV001608,2025-02-08,101208,SIP,2514,Delhi,Gurugram,T30,26-35,Male,13.1,Cheque,Verified
INV002643,2025-02-08,120842,SIP,9128,Telangana,Hyderabad,T30,36-45,Male,29.2,Mandate,Pending
INV002458,2025-02-08,148568,SIP,2541,West Bengal,Kolkata,T30,18-25,Male,7.1,Net Banking,Pending
INV003851,2025-02-08,120842,SIP,10399,Karnataka,Bangalore,T30,46-55,Male,60.6,Net Banking,Verified
INV001472,2025-02-08,125497,SIP,2421,West Bengal,Kolkata,T30,18-25,Male,5.4,Net Banking,Verified
INV001374,2025-02-08,101206,SIP,10294,Madhya Pradesh,Indore,T30,36-45,Male,14.2,Cheque,Verified
